time,open,high,low,close,Volume,Volume MA
1625184000,16.30100919,16.30100919,16.30100919,16.30100919,0.00525706,NaN
1625270400,16.30100919,18.76802995,16.28880601,18.76802995,0.0157083,NaN
1625356800,18.76802995,19.78031042,18.73379068,19.45084961,0.01565046,NaN
1625443200,19.45084961,19.45084961,17.05257223,17.05257223,0.01090604,NaN
1625529600,17.05257223,17.05257223,15.05597956,15.05597956,0.01648629,NaN
1625702400,15.05597956,15.89690594,15.05597956,15.89690594,0.00796731,NaN
1625788800,15.89690594,49.68464202,15.89690594,18.74658314,0.14111385,NaN
1625875200,18.74658314,18.74658314,18.44558391,18.44558391,0.02538272,NaN
1625961600,18.44558391,18.52258497,18.44558391,18.52258497,0.00550404,NaN
1626134400,18.52258497,18.57170057,17.25245817,18.57170057,0.04390292,NaN
1626220800,18.57170057,19.91692092,18.57170057,19.74714525,0.0348278,NaN
1626307200,19.74714525,20.0502421,18.99593175,20.0502421,0.15377762,NaN
1626393600,20.0502421,20.48682571,19.74337559,19.74337559,0.07829568,NaN
1626480000,19.74337559,19.74337559,19.63170318,19.63170318,0.00061126,NaN
1626566400,19.63170318,19.63170318,16.74726719,19.26846752,0.66036869,NaN
1626652800,19.26846752,19.26846752,18.94603753,18.94603753,0.02647394,NaN
1626739200,18.94603753,18.94603753,18.5003295,18.58506821,0.04884037,NaN
1626825600,18.58506821,19.54626877,18.56412815,19.54626877,0.28688205,NaN
1626912000,19.54626877,19.6934351,18.93993864,19.6934351,0.06193882,NaN
1626998400,19.6934351,20.74391943,19.6934351,20.74391943,0.2717328,0.09558140100000001
1627084800,20.74391943,20.96170559,20.17055812,20.96170559,0.32414201,0.11152564850000002
1627171200,20.96170559,22.58325991,20.96170559,22.50294597,0.24181077,0.122830772
1627257600,22.50294597,22.56972517,21.87948538,21.97983576,0.15298001,0.1296972495
1627344000,21.97983576,22.5437558,21.7779866,22.52700423,0.39521054,0.1489124745
1627430400,22.52700423,22.52700423,22.3255689,22.51007331,0.06726247,0.1514512835
1627516800,22.51007331,24.46089539,22.51007331,23.70593569,0.7642233,0.189264083
1627603200,23.70593569,26.35967879,23.70593569,26.35967879,0.91617051,0.228016916
1627689600,26.35967879,33.09687246,25.19897653,30.80890763,6.31317097,0.5424063285
1627776000,30.80890763,35.68240188,29.50742049,33.15781221,7.10147829,0.897205041
1627862400,33.15781221,33.15781221,29.34704846,31.97110788,4.22408281,1.1062140354999999
1627948800,31.97110788,39.63111217,30.3467517,31.29784939,6.40404747,1.424675019
1628035200,31.29784939,36.78322596,31.29784939,36.13515943,3.95777638,1.614874957
1628121600,36.13515943,43.26367983,35.64245405,42.61802034,3.54681198,1.7883007720000001
1628208000,42.61802034,55.96902225,42.55936539,43.57841077,9.85641283,2.2810908505
1628294400,43.57841077,54.0262954,43.57841077,50.62308936,5.49056648,2.52260074
1628380800,50.62308936,50.62308936,43.27388107,43.27388107,3.27259255,2.6849066704999998
1628467200,43.27388107,45.11864632,39.8152641,44.34199938,5.44563986,2.9547466449999997
1628553600,44.34199938,46.53782727,44.34199938,46.53782727,1.50895945,3.0158505149999995
1628640000,46.53782727,46.53782727,43.831217,45.59809857,2.05895323,3.1157012354999996
1628726400,45.59809857,46.49772877,44.33757814,44.33977791,1.24953515,3.1645913529999996
1628812800,44.33977791,44.56752139,40.84747801,41.33930896,2.07487381,3.252127942999999
1628899200,41.33930896,42.18214836,41.04549589,41.04549589,0.49692249,3.2648835289999996
1628985600,41.04549589,45.88173058,40.83978673,42.60739993,3.12048551,3.4132588039999994
1629072000,42.60739993,42.60739993,40.18397117,41.24952499,1.13154875,3.4500757144999996
1629158400,41.24952499,42.7340216,39.6791839,41.27498572,2.83060068,3.5882426249999995
1629244800,41.27498572,41.79492081,36.46746934,41.73927396,5.51288665,3.8256757924999993
1629331200,41.73927396,48.92872711,40.29317247,48.42778154,7.92772604,4.176253568999999
1629417600,48.42778154,52.26000905,48.32991831,51.8386552,3.35452309,4.028321174999999
1629504000,51.8386552,52.4666066,51.6915348,52.4666066,0.16998287,3.681746403999999
1629590400,52.4666066,52.52027124,50.05352157,50.05352157,0.6846613,3.504775328499999
1629676800,50.05352157,73.81211679,49.82730778,65.31923993,21.11214596,4.240180252999999
1629763200,65.31923993,81.4645054,64.98966908,73.94937381,5.10678902,4.2976308849999985
1629849600,73.94937381,80.9426686,71.46545984,80.63788928,5.11703405,4.376141988499999
1629936000,80.63788928,81.00844749,74.90067898,74.90067898,1.86252912,3.9764478029999992
1630022400,74.90067898,95.42090537,72.17594667,92.49433536,8.90460071,4.147149514499999
1630108800,92.49433536,142.06817991,90.63382413,136.558226,9.36143218,4.451591495999999
1630195200,136.558226,144.49359789,123.22790621,126.48096965,4.13073869,4.385846437499999
1630281600,126.48096965,128.10052838,102.31578332,111.02278123,4.19856796,4.520326862999999
1630368000,111.02278123,124.76646391,109.46842253,117.15855578,3.1244889,4.573603646499999
1630454400,117.15855578,118.32812211,79.33102586,83.83008291,8.59272761,4.940763269499999
1630540800,83.83008291,91.32550983,83.62448244,86.31588942,3.69279758,5.021659457999999
1630627200,86.31588942,93.49638213,81.24354658,93.49638213,2.46765157,5.120195911999999
1630713600,93.49638213,99.26903211,92.85783024,99.26903211,1.20409777,5.024376524999999
1630800000,99.26903211,99.26903211,88.59976429,95.09395949,1.35089841,5.035344008
1630886400,95.09395949,100.02068335,91.60912185,91.60912185,1.42455525,4.9650417365
1630972800,91.60912185,92.05837517,77.17380592,79.03989674,2.23742831,4.8012688195
1631059200,79.03989674,82.13649293,74.83984018,81.76726032,2.26755351,4.518260193
1631145600,81.76726032,87.30883949,76.54839062,86.48460862,2.45203473,4.473135774999999
1631232000,86.48460862,86.60093778,80.52475674,80.52475674,0.58895959,4.494084611
1631318400,80.52475674,80.52475674,73.24259253,73.24259253,0.72748519,4.496225805499999
1631404800,73.24259253,79.33359122,73.24259253,76.62265782,1.04109994,3.4926735044999995
1631491200,76.62265782,76.97501858,72.83954796,75.09385371,2.11238691,3.3429533989999998
1631577600,75.09385371,78.21491595,74.86689436,76.74822866,0.80500759,3.1273520759999998
1631664000,76.74822866,90.3131961,51.86331759,84.52174516,17.4393116,3.9061912
1631750400,84.52174516,103.83598526,83.26160365,96.04937384,9.84487247,3.953204788
1631836800,96.04937384,97.53942957,90.35259036,93.19221883,2.6182563,3.6160459940000003
1631923200,93.19221883,96.01689041,86.06068138,92.06833278,2.17445909,3.518232014
1632009600,92.06833278,98.46022699,89.70346107,94.47077888,2.55085598,3.4358464149999994
1632096000,94.47077888,97.05894342,88.46750525,89.18103106,1.26494216,3.3428690779999997
1632182400,89.18103106,91.22655679,77.91341912,87.03575951,3.68050077,3.097257736
1632268800,87.03575951,91.81042474,85.9348877,91.81042474,2.60514398,3.042875056
1632355200,91.81042474,97.65272115,90.99843864,97.65272115,1.18668215,2.978826585
1632441600,97.65272115,106.67877313,94.61537096,102.61856956,1.45113328,2.9911783605
1632528000,102.61856956,107.83500117,101.72634576,105.78745536,1.33477731,2.9903723055
1632614400,105.78745536,105.78745536,99.14629493,102.97140249,1.24144255,2.9812166705000007
1632700800,102.97140249,103.3833745,99.80758038,101.73651117,0.67637561,2.9031640355000006
1632787200,101.73651117,104.83188531,97.55185813,104.83188531,1.17365744,2.8484692320000007
1632873600,104.83188531,105.74290048,104.24950204,105.08236612,0.15635399,2.7336851950000005
1632960000,105.08236612,123.58998014,105.08236612,121.71121787,1.96508508,2.8024914695000005
1633046400,121.71121787,125.7780045,119.86441068,125.7780045,1.31685576,2.8319599980000008
1633132800,125.7780045,128.15656853,122.51494282,122.51494282,1.06604255,2.8332071285000007
1633219200,122.51494282,122.51494282,117.5622359,119.99235133,0.7156773,2.7633716480000006
1633305600,119.99235133,120.01062768,109.85389391,116.86819404,1.460746,2.7961585685000006
1633392000,116.86819404,116.86819404,111.87316588,115.08892181,1.10837372,1.9796116745000005
1633478400,115.08892181,115.49196036,108.22621025,108.22621025,2.11265576,1.5930008390000006
1633564800,108.22621025,111.04412618,107.2750258,108.4735485,0.97674021,1.5109250345000007
1633651200,108.4735485,110.300576,106.05301701,107.58669289,1.41215748,1.4728099540000008
1633737600,107.58669289,107.58669289,102.90321682,104.38541527,0.83478168,1.3870062390000006
1633824000,104.38541527,104.9947487,103.24723744,103.24723744,0.15145223,1.3313317425000006
1633910400,103.24723744,103.24723744,100.29212701,100.57165802,0.75141829,1.1848776185000007
1633996800,100.57165802,100.83244098,97.20264336,98.35207764,1.18567619,1.1139042290000005
1634083200,98.35207764,111.58137199,97.75887619,103.50256753,2.40400677,1.1747704600000006
1634169600,103.50256753,107.35459698,103.44884223,107.35459698,0.38049397,1.1212384945000005
1634256000,107.35459698,107.35459698,101.6979847,104.1589406,0.82933045,1.0959661515000005
1634342400,104.1589406,104.35091628,102.93928325,102.93928325,0.1204658,1.0399173140000006
1634428800,102.93928325,103.18501461,102.42171391,102.42171391,0.05165778,1.0086814225000007
1634515200,102.42171391,102.42171391,101.24114039,101.24114039,0.13784182,0.9568906415000006
1634601600,101.24114039,101.24114039,96.24700773,97.72822128,1.63216438,1.0306811610000006
1634688000,97.72822128,99.2381054,83.38302787,92.86095213,3.11791751,1.0883227825000006
1634774400,92.86095213,92.86095213,84.70258534,91.08873468,3.88396403,1.2166781960000006
1634860800,91.08873468,91.50733777,82.20174047,88.38791792,2.65752847,1.2962524920000007
1634947200,88.38791792,93.19274103,88.38791792,93.11312922,0.74500049,1.2977186515000008
1635033600,93.11312922,93.24764259,92.54668384,93.11739117,0.0783766,1.2286001815000005
1635120000,93.11739117,101.14886484,92.4853199,97.31823113,1.80127348,1.2632451695000007
1635206400,97.31823113,97.31823113,94.16196973,94.16196973,0.60747312,1.1879860375000006
1635292800,94.16196973,94.57797752,94.16196973,94.57797752,0.01230323,1.1397641885000007
1635379200,94.57797752,99.55288371,94.22514343,94.22514343,1.14808689,1.1265606590000008
1635465600,94.22514343,96.73382759,93.04206713,95.37328622,0.95195986,1.1324195680000009
1635552000,95.37328622,96.12074652,94.42153916,95.93914547,0.35628924,1.1426614185000008
1635638400,95.93914547,95.93914547,91.98294217,95.74408673,0.68602738,1.1393918730000006
1635724800,95.74408673,95.74408673,94.07525421,94.07525421,0.20147995,1.0901820610000006
1635811200,94.07525421,94.98696545,93.62327311,94.98696545,0.13317771,0.9766406080000006
1635897600,94.98696545,95.0224424,91.2098771,91.2098771,0.37439953,0.9763358860000008
1635984000,91.2098771,91.7048137,88.53709532,88.53709532,0.37046117,0.9533924220000006
1636070400,88.53709532,89.29485275,88.49951085,88.68879642,0.10181521,0.9524598925000006
1636156800,88.68879642,88.68879642,86.05707942,86.05707942,0.31377008,0.9655655075000007
1636243200,86.05707942,86.21794309,83.16332126,83.34954368,0.49382608,0.9833647205000009
1636329600,83.34954368,85.17785412,81.08211244,82.300257,2.05400477,1.0044567400000008
1636416000,82.300257,82.300257,81.42518159,81.42518159,0.03,0.8500608645000011
1636502400,81.42518159,81.60500053,81.02682135,81.18572468,0.04692904,0.6582091150000011
1636588800,81.18572468,81.18572468,76.49585257,76.49585257,0.85698864,0.5681821235000012
1636675200,76.49585257,76.49585257,71.29331807,73.42471011,2.08835777,0.6353499875000012
1636761600,73.42471011,75.97356332,73.42471011,75.97356332,0.42871756,0.6528670355000011
1636848000,75.97356332,85.22359592,74.1318572,85.22359592,3.47239523,0.7364231230000011
1636934400,85.22359592,87.60512075,79.42285831,83.77011719,3.44490661,0.8782947975000012
1637020800,83.77011719,87.48616328,81.8646418,86.67459536,1.97565136,0.9764622040000012
1637107200,86.67459536,87.79823829,83.46779417,87.79823829,2.39751098,1.0389334085000013
1637193600,87.79823829,88.51355203,86.22106202,87.32746684,0.44642845,1.0136568380000013
1637280000,87.32746684,88.78765629,86.72100172,87.64042168,0.37463084,1.0145739180000013
1637366400,87.64042168,87.75127594,86.76736993,87.28492032,0.27111957,0.9938285275000014
1637452800,87.28492032,87.45634192,85.31550397,87.11726242,0.67889027,1.0176990435000015
1637539200,87.11726242,87.11726242,82.57429076,82.80931987,0.69885201,1.0459827585000014
1637625600,82.80931987,82.80931987,81.44127374,81.44127374,0.183,1.0364127820000015
1637712000,81.44127374,81.9858913,81.30984621,81.30984621,0.06273005,1.0210262260000014
1637798400,81.30984621,83.58380649,80.92339749,83.58380649,0.37351296,1.0346111135000013
1637884800,83.58380649,83.58380649,82.14148879,82.71101965,0.37092326,1.0374687725000014
1637971200,82.71101965,82.71101965,80.66190005,80.66190005,0.30179298,1.0278671175000011
1638057600,80.66190005,80.66190005,79.56958758,79.56958758,0.13823967,0.9320788625000013
1638144000,79.56958758,79.56958758,78.93225349,78.93225349,0.17302775,0.9392302500000012
1638230400,78.93225349,78.93225349,72.11329753,76.69963208,2.03501911,1.0386347535000013
1638316800,76.69963208,76.69963208,74.67015603,74.67015603,0.4484125,1.0182059465000013
1638403200,74.67015603,74.67015603,68.29764966,71.300553,3.06639455,1.067107785500001
1638489600,71.300553,71.300553,66.20097929,66.20097929,1.6064002,1.125991917500001
1638576000,66.20097929,68.95572433,64.94509284,68.57932848,5.12367069,1.2085556905000012
1638662400,68.57932848,71.42562608,65.88194545,66.87722681,2.65059266,1.168839993000001
1638748800,66.87722681,67.59246357,61.97894204,65.69198827,2.29265736,1.1846902930000012
1638835200,65.69198827,70.26746814,65.69198827,69.48951908,2.10954785,1.170292136500001
